"ID","REF_INSEE","NAME","SLUG","NORMALIZED","DEPARTMENT","REGION","IS_DISTRICT","DISTRICT_OF","ZIP_CODES","LATITUDE","LONGITUDE"
"1","01001","L'Abergement-Clémenciat","l-abergement-clemenciat","l abergement clemenciat","01","84","0",,"01400","46.1534255214","4.92611354223"
"2","01002","L'Abergement-de-Varey","l-abergement-de-varey","l abergement de varey","01","84","0",,"01640","46.0091878776","5.42801696363"
"3","01004","Ambérieu-en-Bugey","amberieu-en-bugey","amberieu en bugey","01","84","0",,"01500","45.9608475114","5.3729257777"
"4","01005","Ambérieux-en-Dombes","amberieux-en-dombes","amberieux en dombes","01","84","0",,"01330","45.9961799872","4.91227250796"
"5","01006","Ambléon","ambleon","ambleon","01","84","0",,"01300","45.7494989044","5.59432017366"
"6","01007","Ambronay","ambronay","ambronay","01","84","0",,"01500","46.0055913782","5.35760660735"
"7","01008","Ambutrix","ambutrix","ambutrix","01","84","0",,"01500","45.9367134524","5.3328092349"
"8","01009","Andert-et-Condon","andert-et-condon","andert et condon","01","84","0",,"01300","45.7873565333","5.65788307924"
"9","01010","Anglefort","anglefort","anglefort","01","84","0",,"01350","45.9093715116","5.79516005674"
"10","01011","Apremont","apremont","apremont","01","84","0",,"01100","46.2054981558","5.65781475272"
"11","01012","Aranc","aranc","aranc","01","84","0",,"01110","46.0015344029","5.51130637511"
"12","01013","Arandas","arandas","arandas","01","84","0",,"01230","45.8908155275","5.49870439091"
"13","01014","Arbent","arbent","arbent","01","84","0",,"01100","46.2834936005","5.69061651221"
"14","01015","Arboys en Bugey","arboys-en-bugey","arboys en bugey","01","84","0",,"01300","45.7237621545","5.65263086429"
"15","01016","Arbigny","arbigny","arbigny","01","84","0",,"01190","46.4776762988","4.9599416863"
"16","01017","Argis","argis","argis","01","84","0",,"01230","45.9337182132","5.48251100314"
"17","01019","Armix","armix","armix","01","84","0",,"01510","45.8541838459","5.58357838695"
"18","01021","Ars-sur-Formans","ars-sur-formans","ars sur formans","01","84","0",,"01480","45.9934611","4.82199649494"
"19","01022","Artemare","artemare","artemare","01","84","0",,"01510","45.8695891748","5.69065283943"
"20","01023","Asnières-sur-Saône","asnieres-sur-saone","asnieres sur saone","01","84","0",,"01570","46.3857281418","4.88387478623"
"21","01024","Attignat","attignat","attignat","01","84","0",,"01340","46.2861802203","5.1795233845"
"22","01025","Bâgé-Dommartin","bage-dommartin","bage dommartin","01","84","0",,"01380","46.3233203302","4.9528678933"
"23","01026","Bâgé-le-Châtel","bage-le-chatel","bage le chatel","01","84","0",,"01380","46.3077069231","4.92862084189"
"24","01027","Balan","balan","balan","01","84","0",,"01360","45.8311226453","5.10780019249"
"25","01028","Baneins","baneins","baneins","01","84","0",,"01990","46.1141214445","4.90146475101"
"26","01029","Beaupont","beaupont","beaupont","01","84","0",,"01270","46.4288360203","5.26003405676"
"27","01030","Beauregard","beauregard","beauregard","01","84","0",,"01480","46.0008580204","4.75600664694"
"28","01031","Bellignat","bellignat","bellignat","01","84","0",,"01100","46.2373497134","5.6360052884"
"29","01032","Béligneux","beligneux","beligneux","01","84","0",,"01360","45.8591464826","5.13989505865"
"30","01033","Valserhône","valserhone","valserhone","01","84","0",,"01200","46.1067901755","5.83202736464"
"31","01034","Belley","belley","belley","01","84","0",,"01300","45.7494697806","5.68412365526"
"32","01035","Belleydoux","belleydoux","belleydoux","01","84","0",,"01130","46.2530316409","5.78471723698"
"33","01036","Valromey-sur-Séran","valromey-sur-seran","valromey sur seran","01","84","0",,"01260","45.8847475883","5.65115788055"
"34","01037","Bénonces","benonces","benonces","01","84","0",,"01470","45.8374974718","5.48285330863"
"35","01038","Bény","beny","beny","01","84","0",,"01370","46.3188629218","5.28253433405"
"36","01039","Béon","beon","beon","01","84","0",,"01350","45.8568920052","5.75220315052"
"37","01040","Béréziat","bereziat","bereziat","01","84","0",,"01340","46.3674371012","5.04021655965"
"38","01041","Bettant","bettant","bettant","01","84","0",,"01500","45.9368718303","5.36667617009"
"39","01042","Bey","bey","bey","01","84","0",,"01290","46.2191748844","4.84642690241"
"40","01043","Beynost","beynost","beynost","01","84","0",,"01700","45.8390325448","4.99738002182"
"41","01044","Billiat","billiat","billiat","01","84","0",,"01200","46.0791346715","5.76591818163"
"42","01045","Birieux","birieux","birieux","01","84","0",,"01330","45.9533995502","5.03666479984"
"43","01046","Biziat","biziat","biziat","01","84","0",,"01290","46.2266794269","4.94084673168"
"44","01047","Blyes","blyes","blyes","01","84","0",,"01150","45.8469686113","5.25166055884"
"45","01049","La Boisse","la-boisse","la boisse","01","84","0",,"01120","45.8446213549","5.02783224111"
"46","01050","Boissey","boissey","boissey","01","84","0",,"01190","46.3727973545","4.9989764059"
"47","01051","Bolozon","bolozon","bolozon","01","84","0",,"01450","46.1960338503","5.47095075411"
"48","01052","Bouligneux","bouligneux","bouligneux","01","84","0",,"01330","46.0232774841","4.99252709276"
"49","01053","Bourg-en-Bresse","bourg-en-bresse","bourg en bresse","01","84","0",,"01000","46.2051520382","5.24602125501"
"50","01054","Bourg-Saint-Christophe","bourg-saint-christophe","bourg saint christophe","01","84","0",,"01800","45.8861934456","5.14349196896"
"51","01056","Boyeux-Saint-Jérôme","boyeux-saint-jerome","boyeux saint jerome","01","84","0",,"01640","46.0363677631","5.46322744717"
"52","01057","Boz","boz","boz","01","84","0",,"01190","46.4051688134","4.9135797178"
"53","01058","Brégnier-Cordon","bregnier-cordon","bregnier cordon","01","84","0",,"01300","45.6416854652","5.61653371"
"54","01060","Brénod","brenod","brenod","01","84","0",,"01110","46.0759940484","5.61418361314"
"55","01061","Brens","brens","brens","01","84","0",,"01300","45.7135069062","5.68998154517"
"56","01062","Bressolles","bressolles","bressolles","01","84","0",,"01360","45.869423064","5.1009428902"
"57","01063","Brion","brion","brion","01","84","0",,"01460","46.1686327301","5.54656422194"
"58","01064","Briord","briord","briord","01","84","0",,"01470","45.7708330939","5.48537461884"
"59","01065","Buellas","buellas","buellas","01","84","0",,"01310","46.2104135162","5.14487465017"
"60","01066","La Burbanche","la-burbanche","la burbanche","01","84","0",,"01510","45.8598709332","5.54609714598"
"61","01067","Ceignes","ceignes","ceignes","01","84","0",,"01430","46.1256533435","5.49457379202"
"62","01068","Cerdon","cerdon","cerdon","01","84","0",,"01450","46.0720202633","5.47577586118"
"63","01069","Certines","certines","certines","01","84","0",,"01240","46.1337950959","5.26239539372"
"64","01071","Cessy","cessy","cessy","01","84","0",,"01170","46.315689376","6.0779844362"
"65","01072","Ceyzériat","ceyzeriat","ceyzeriat","01","84","0",,"01250","46.1832170988","5.32007207542"
"66","01073","Ceyzérieu","ceyzerieu","ceyzerieu","01","84","0",,"01350","45.8335530148","5.71933090966"
"67","01074","Chalamont","chalamont","chalamont","01","84","0",,"01320","46.0076491739","5.16936568"
"68","01075","Chaleins","chaleins","chaleins","01","84","0",,"01480","46.0340545373","4.79853838574"
"69","01076","Chaley","chaley","chaley","01","84","0",,"01230","45.9533367734","5.53682505273"
"70","01077","Challes-la-Montagne","challes-la-montagne","challes la montagne","01","84","0",,"01450","46.1221539654","5.45755377201"
"71","01078","Challex","challex","challex","01","84","0",,"01630","46.1768358327","5.97115092939"
"72","01079","Champagne-en-Valromey","champagne-en-valromey","champagne en valromey","01","84","0",,"01260","45.9316447397","5.69321890072"
"73","01080","Champdor-Corcelles","champdor-corcelles","champdor corcelles","01","84","0",,"01110","46.0198844188","5.60008759722"
"74","01081","Champfromier","champfromier","champfromier","01","84","0",,"01410","46.220365768","5.82233573131"
"75","01082","Chanay","chanay","chanay","01","84","0",,"01420","46.005695299","5.76893393185"
"76","01083","Chaneins","chaneins","chaneins","01","84","0",,"01990","46.0934984191","4.85473364691"
"77","01084","Chanoz-Châtenay","chanoz-chatenay","chanoz chatenay","01","84","0",,"01400","46.1861812234","5.02807719246"
"78","01085","La Chapelle-du-Châtelard","la-chapelle-du-chatelard","la chapelle du chatelard","01","84","0",,"01240","46.0744536905","5.02162055898"
"79","01087","Charix","charix","charix","01","84","0",,"01130","46.1856344066","5.6811896084"
"80","01088","Charnoz-sur-Ain","charnoz-sur-ain","charnoz sur ain","01","84","0",,"01800","45.8736786869","5.2211032563"
"81","01089","Château-Gaillard","chateau-gaillard","chateau gaillard","01","84","0",,"01500","45.9730390239","5.30754273532"
"82","01090","Châtenay","chatenay","chatenay","01","84","0",,"01320","46.0259402155","5.2048590395"
"83","01092","Châtillon-la-Palud","chatillon-la-palud","chatillon la palud","01","84","0",,"01320","45.9748017433","5.2416027725"
"84","01093","Châtillon-sur-Chalaronne","chatillon-sur-chalaronne","chatillon sur chalaronne","01","84","0",,"01400","46.1232390685","4.95810003714"
"85","01094","Chavannes-sur-Reyssouze","chavannes-sur-reyssouze","chavannes sur reyssouze","01","84","0",,"01190","46.4379785193","5.00693749662"
"86","01095","Nivigne et Suran","nivigne-et-suran","nivigne et suran","01","84","0",,"01250","46.2750157946","5.41649423093"
"87","01096","Chaveyriat","chaveyriat","chaveyriat","01","84","0",,"01660","46.1991513767","5.0564069258"
"88","01098","Chazey-Bons","chazey-bons","chazey bons","01","84","0",,"01510","45.7925770617","5.68477063188"
"89","01099","Chazey-sur-Ain","chazey-sur-ain","chazey sur ain","01","84","0",,"01150","45.8929448968","5.25528498524"
"90","01100","Cheignieu-la-Balme","cheignieu-la-balme","cheignieu la balme","01","84","0",,"01510","45.8227204334","5.6050023969"
"91","01101","Chevillard","chevillard","chevillard","01","84","0",,"01430","46.1103512578","5.58116056005"
"92","01102","Chevroux","chevroux","chevroux","01","84","0",,"01190","46.38249255","4.96288275972"
"93","01103","Chevry","chevry","chevry","01","84","0",,"01170","46.283152935","6.04707941462"
"94","01104","Chézery-Forens","chezery-forens","chezery forens","01","84","0",,"01200","46.222573373","5.87248105275"
"95","01105","Civrieux","civrieux","civrieux","01","84","0",,"01390","45.922467454","4.88633786877"
"96","01106","Cize","cize","cize","01","84","0",,"01250","46.2003848172","5.45082526739"
"97","01107","Cleyzieu","cleyzieu","cleyzieu","01","84","0",,"01230","45.902146623","5.43272695486"
"98","01108","Coligny","coligny","coligny","01","84","0",,"01270","46.3866637865","5.3308227014"
"99","01109","Collonges","collonges","collonges","01","84","0",,"01550","46.1419227898","5.90040256654"
"100","01110","Colomieu","colomieu","colomieu","01","84","0",,"01300","45.7361469025","5.62670101041"
"101","01111","Conand","conand","conand","01","84","0",,"01230","45.8834810846","5.47541328981"
"102","01112","Condamine","condamine","condamine","01","84","0",,"01430","46.105831161","5.55568206762"
"103","01113","Condeissiat","condeissiat","condeissiat","01","84","0",,"01400","46.1538469834","5.08437171701"
"104","01114","Confort","confort","confort","01","84","0",,"01200","46.1543700156","5.83319395258"
"105","01115","Confrançon","confrancon","confrancon","01","84","0",,"01310","46.270304175","5.05775217893"
"106","01116","Contrevoz","contrevoz","contrevoz","01","84","0",,"01300","45.8009403071","5.62087768159"
"107","01117","Conzieu","conzieu","conzieu","01","84","0",,"01300","45.7253102173","5.60442351043"
"108","01118","Corbonod","corbonod","corbonod","01","84","0",,"01420","45.9659473187","5.78961970355"
"109","01121","Corlier","corlier","corlier","01","84","0",,"01110","46.0336885573","5.49635755029"
"110","01123","Cormoranche-sur-Saône","cormoranche-sur-saone","cormoranche sur saone","01","84","0",,"01290","46.2403530179","4.8276569593"
"111","01124","Cormoz","cormoz","cormoz","01","84","0",,"01560","46.4336632942","5.22181275755"
"112","01125","Corveissiat","corveissiat","corveissiat","01","84","0",,"01250","46.2505107235","5.47152467919"
"113","01127","Courmangoux","courmangoux","courmangoux","01","84","0",,"01370","46.3267864521","5.35558241812"
"114","01128","Courtes","courtes","courtes","01","84","0",,"01560","46.4570082032","5.11128546723"
"115","01129","Crans","crans","crans","01","84","0",,"01320","45.9663793103","5.19490390871"
"116","01130","Bresse Vallons","bresse-vallons","bresse vallons","01","84","0",,"01340","46.3130831891","5.17796707174"
"117","01133","Cressin-Rochefort","cressin-rochefort","cressin rochefort","01","84","0",,"01350","45.7826434885","5.76546256637"
"118","01134","Crottet","crottet","crottet","01","84","0",,"01290","46.283072336","4.87747971182"
"119","01135","Crozet","crozet","crozet","01","84","0",,"01170","46.2915659686","5.99510417092"
"120","01136","Cruzilles-lès-Mépillat","cruzilles-les-mepillat","cruzilles les mepillat","01","84","0",,"01290","46.2220588715","4.8752193513"
"121","01138","Culoz","culoz","culoz","01","84","0",,"01350","45.8559966843","5.78398308932"
"122","01139","Curciat-Dongalon","curciat-dongalon","curciat dongalon","01","84","0",,"01560","46.4885456881","5.16344336837"
"123","01140","Curtafond","curtafond","curtafond","01","84","0",,"01310","46.273150382","5.1020896267"
"124","01141","Cuzieu","cuzieu","cuzieu","01","84","0",,"01300","45.8200002803","5.6765554896"
"125","01142","Dagneux","dagneux","dagneux","01","84","0",,"01120","45.8531616918","5.07289166803"
"126","01143","Divonne-les-Bains","divonne-les-bains","divonne les bains","01","84","0",,"01220","46.3756333495","6.1158647611"
"127","01145","Dompierre-sur-Veyle","dompierre-sur-veyle","dompierre sur veyle","01","84","0",,"01240","46.0667883703","5.21665199666"
"128","01146","Dompierre-sur-Chalaronne","dompierre-sur-chalaronne","dompierre sur chalaronne","01","84","0",,"01400","46.1415406621","4.90141714714"
"129","01147","Domsure","domsure","domsure","01","84","0",,"01270","46.4244066427","5.29313479651"
"130","01148","Dortan","dortan","dortan","01","84","0",,"01590","46.3133221173","5.64146584117"
"131","01149","Douvres","douvres","douvres","01","84","0",,"01500","45.984297392","5.37106901673"
"132","01150","Drom","drom","drom","01","84","0",,"01250","46.2196603059","5.36799994918"
"133","01151","Druillat","druillat","druillat","01","84","0",,"01160","46.067579544","5.29361666429"
"134","01152","Échallon","echallon","echallon","01","84","0",,"01130","46.2271364137","5.73330448395"
"135","01153","Échenevex","echenevex","echenevex","01","84","0",,"01170","46.3160845207","6.01926187996"
"136","01155","Évosges","evosges","evosges","01","84","0",,"01230","45.965147537","5.50283599885"
"137","01156","Faramans","faramans","faramans","01","84","0",,"01800","45.9104942091","5.1249258559"
"138","01157","Fareins","fareins","fareins","01","84","0",,"01480","46.020997974","4.7620080898"
"139","01158","Farges","farges","farges","01","84","0",,"01550","46.166230455","5.90019477201"
"140","01159","Feillens","feillens","feillens","01","84","0",,"01570","46.3365833672","4.88507050971"
"141","01160","Ferney-Voltaire","ferney-voltaire","ferney voltaire","01","84","0",,"01210","46.2519789243","6.10826403805"
"142","01162","Flaxieu","flaxieu","flaxieu","01","84","0",,"01350","45.8113298005","5.74459048839"
"143","01163","Foissiat","foissiat","foissiat","01","84","0",,"01340","46.3784759782","5.18483641417"
"144","01165","Francheleins","francheleins","francheleins","01","84","0",,"01090","46.0735946256","4.81293575559"
"145","01166","Frans","frans","frans","01","84","0",,"01480","45.9939065077","4.78033196905"
"146","01167","Garnerans","garnerans","garnerans","01","84","0",,"01140","46.2136224825","4.82843188743"
"147","01169","Genouilleux","genouilleux","genouilleux","01","84","0",,"01090","46.1201611728","4.79288195016"
"148","01170","Béard-Géovreissiat","beard-geovreissiat","beard geovreissiat","01","84","0",,"01460","46.1896733539","5.55139781353"
"149","01171","Géovreisset","geovreisset","geovreisset","01","84","0",,"01100","46.2508621615","5.61271973915"
"150","01173","Gex","gex","gex","01","84","0",,"01170","46.3471891747","6.04650555568"
"151","01174","Giron","giron","giron","01","84","0",,"01130","46.2227121191","5.78049809256"
"152","01175","Gorrevod","gorrevod","gorrevod","01","84","0",,"01190","46.414943437","4.95120595427"
"153","01177","Grand-Corent","grand-corent","grand corent","01","84","0",,"01250","46.207387937","5.43318666027"
"154","01179","Grièges","grieges","grieges","01","84","0",,"01290","46.2633634407","4.84621318847"
"155","01180","Grilly","grilly","grilly","01","84","0",,"01220","46.3318810665","6.11366767978"
"156","01181","Groissiat","groissiat","groissiat","01","84","0",,"01100","46.2260039429","5.61095413441"
"157","01183","Guéreins","guereins","guereins","01","84","0",,"01090","46.106624674","4.78159420118"
"158","01184","Hautecourt-Romanèche","hautecourt-romaneche","hautecourt romaneche","01","84","0",,"01250","46.1611241927","5.42944457639"
"159","01185","Plateau d'Hauteville","plateau-d-hauteville","plateau d hauteville","01","84","0",,"01110","45.9696520061","5.57627261783"
"160","01187","Haut Valromey","haut-valromey","haut valromey","01","84","0",,"01260","46.0317412192","5.70267027388"
"161","01188","Illiat","illiat","illiat","01","84","0",,"01140","46.1866986838","4.88840344003"
"162","01189","Injoux-Génissiat","injoux-genissiat","injoux genissiat","01","84","0",,"01200","46.0497734524","5.75991363273"
"163","01190","Innimond","innimond","innimond","01","84","0",,"01680","45.7919647191","5.57389398559"
"164","01191","Izenave","izenave","izenave","01","84","0",,"01430","46.0381623415","5.52447901164"
"165","01192","Izernore","izernore","izernore","01","84","0",,"01580","46.2179780137","5.56258251719"
"166","01193","Izieu","izieu","izieu","01","84","0",,"01300","45.6557496407","5.63909140794"
"167","01194","Jassans-Riottier","jassans-riottier","jassans riottier","01","84","0",,"01480","45.9777239103","4.75984637871"
"168","01195","Jasseron","jasseron","jasseron","01","84","0",,"01250","46.2150037064","5.31215372338"
"169","01196","Jayat","jayat","jayat","01","84","0",,"01340","46.3660828991","5.11429701617"
"170","01197","Journans","journans","journans","01","84","0",,"01250","46.1464982407","5.33452833151"
"171","01198","Joyeux","joyeux","joyeux","01","84","0",,"01800","45.9499899849","5.10261326872"
"172","01199","Jujurieux","jujurieux","jujurieux","01","84","0",,"01640","46.0497041467","5.41094771899"
"173","01200","Labalme","labalme","labalme","01","84","0",,"01450","46.0932491295","5.49438685213"
"174","01202","Lagnieu","lagnieu","lagnieu","01","84","0",,"01150","45.8917015798","5.32917518895"
"175","01203","Laiz","laiz","laiz","01","84","0",,"01290","46.2469919709","4.89933490972"
"176","01204","Le Poizat-Lalleyriat","le-poizat-lalleyriat","le poizat lalleyriat","01","84","0",,"01130","46.1479592076","5.71829194244"
"177","01206","Lantenay","lantenay","lantenay","01","84","0",,"01430","46.0544405897","5.54127421165"
"178","01207","Lapeyrouse","lapeyrouse","lapeyrouse","01","84","0",,"01330","45.9859131165","4.98196682865"
"179","01208","Lavours","lavours","lavours","01","84","0",,"01350","45.8108837933","5.77267317838"
"180","01209","Léaz","leaz","leaz","01","84","0",,"01200","46.1086518044","5.87649017888"
"181","01210","Lélex","lelex","lelex","01","84","0",,"01410","46.2855010936","5.92927713771"
"182","01211","Lent","lent","lent","01","84","0",,"01240","46.1160216305","5.20200684747"
"183","01212","Lescheroux","lescheroux","lescheroux","01","84","0",,"01560","46.4114892731","5.15107164478"
"184","01213","Leyment","leyment","leyment","01","84","0",,"01150","45.9269989549","5.2947657235"
"185","01214","Leyssard","leyssard","leyssard","01","84","0",,"01450","46.1624187428","5.47633297491"
"186","01215","Surjoux-Lhopital","surjoux-lhopital","surjoux lhopital","01","84","0",,"01420","46.0238143134","5.76236736492"
"187","01216","Lhuis","lhuis","lhuis","01","84","0",,"01680","45.7444141403","5.53602066955"
"188","01219","Lompnas","lompnas","lompnas","01","84","0",,"01680","45.8105943351","5.52320457866"
"189","01224","Loyettes","loyettes","loyettes","01","84","0",,"01360","45.7921564114","5.21770971647"
"190","01225","Lurcy","lurcy","lurcy","01","84","0",,"01090","46.061730034","4.78075207026"
"191","01227","Magnieu","magnieu","magnieu","01","84","0",,"01300","45.7754050255","5.71540945601"
"192","01228","Maillat","maillat","maillat","01","84","0",,"01430","46.1201642836","5.52854394238"
"193","01229","Malafretaz","malafretaz","malafretaz","01","84","0",,"01340","46.3295545661","5.14386299599"
"194","01230","Mantenay-Montlin","mantenay-montlin","mantenay montlin","01","84","0",,"01560","46.4302754511","5.10675899732"
"195","01231","Manziat","manziat","manziat","01","84","0",,"01570","46.3643830585","4.90242777155"
"196","01232","Marboz","marboz","marboz","01","84","0",,"01851","46.3434312497","5.24374534963"
"197","01233","Marchamp","marchamp","marchamp","01","84","0",,"01680","45.7738495266","5.54985181107"
"198","01234","Marignieu","marignieu","marignieu","01","84","0",,"01300","45.8010384947","5.71570352924"
"199","01235","Marlieux","marlieux","marlieux","01","84","0",,"01240","46.0549073186","5.0741150816"
"200","01236","Marsonnas","marsonnas","marsonnas","01","84","0",,"01340","46.3409117711","5.06434294764"
"201","01237","Martignat","martignat","martignat","01","84","0",,"01100","46.2030768095","5.61384033805"
"202","01238","Massieux","massieux","massieux","01","84","0",,"01600","45.9094016817","4.82779660051"
"203","01239","Massignieu-de-Rives","massignieu-de-rives","massignieu de rives","01","84","0",,"01300","45.7571503942","5.7620535823"
"204","01240","Matafelon-Granges","matafelon-granges","matafelon granges","01","84","0",,"01580","46.2565319445","5.53958933702"
"205","01241","Meillonnas","meillonnas","meillonnas","01","84","0",,"01370","46.244997627","5.33594738489"
"206","01242","Mérignat","merignat","merignat","01","84","0",,"01450","46.0648564341","5.44210660051"
"207","01243","Messimy-sur-Saône","messimy-sur-saone","messimy sur saone","01","84","0",,"01480","46.0472670758","4.75935643933"
"208","01244","Meximieux","meximieux","meximieux","01","84","0",,"01800","45.9060530318","5.20404833653"
"209","01245","Bohas-Meyriat-Rignat","bohas-meyriat-rignat","bohas meyriat rignat","01","84","0",,"01250","46.1427060662","5.3780109646"
"210","01246","Mézériat","mezeriat","mezeriat","01","84","0",,"01660","46.2423102101","5.04725416984"
"211","01247","Mijoux","mijoux","mijoux","01","84","0",,"01170","46.3622451724","6.00902631941"
"212","01248","Mionnay","mionnay","mionnay","01","84","0",,"01390","45.8955939299","4.92416967439"
"213","01249","Miribel","miribel","miribel","01","84","0",,"01700","45.8442099203","4.94106746787"
"214","01250","Misérieux","miserieux","miserieux","01","84","0",,"01600","45.9762325343","4.81028471711"
"215","01252","Mogneneins","mogneneins","mogneneins","01","84","0",,"01140","46.1446696076","4.820110702"
"216","01254","Montagnat","montagnat","montagnat","01","84","0",,"01250","46.1686969123","5.27962107938"
"217","01255","Montagnieu","montagnieu","montagnieu","01","84","0",,"01470","45.799449019","5.46428608859"
"218","01257","Montanges","montanges","montanges","01","84","0",,"01200","46.17325293","5.79006091307"
"219","01258","Montceaux","montceaux","montceaux","01","84","0",,"01090","46.0962893261","4.80453564172"
"220","01259","Montcet","montcet","montcet","01","84","0",,"01310","46.219333227","5.11149132074"
"221","01260","Le Montellier","le-montellier","le montellier","01","84","0",,"01800","45.9287482486","5.07092815964"
"222","01261","Monthieux","monthieux","monthieux","01","84","0",,"01390","45.9622791838","4.94555984534"
"223","01262","Montluel","montluel","montluel","01","84","0",,"01120","45.8909006209","5.01987566185"
"224","01263","Montmerle-sur-Saône","montmerle-sur-saone","montmerle sur saone","01","84","0",,"01090","46.0849573236","4.7608579486"
"225","01264","Montracol","montracol","montracol","01","84","0",,"01310","46.1867200301","5.11706011755"
"226","01265","Montréal-la-Cluse","montreal-la-cluse","montreal la cluse","01","84","0",,"01460","46.1795688194","5.59510550127"
"227","01266","Montrevel-en-Bresse","montrevel-en-bresse","montrevel en bresse","01","84","0",,"01340","46.3252811442","5.11295966315"
"228","01267","Nurieux-Volognat","nurieux-volognat","nurieux volognat","01","84","0",,"01460","46.1830720992","5.51435812316"
"229","01268","Murs-et-Gélignieux","murs-et-gelignieux","murs et gelignieux","01","84","0",,"01300","45.6420014274","5.66039684889"
"230","01269","Nantua","nantua","nantua","01","84","0",,"01460","46.1537845403","5.61352793799"
"231","01272","Neuville-les-Dames","neuville-les-dames","neuville les dames","01","84","0",,"01400","46.1567753049","5.00942432434"
"232","01273","Neuville-sur-Ain","neuville-sur-ain","neuville sur ain","01","84","0",,"01160","46.0909654813","5.37349784691"
"233","01274","Les Neyrolles","les-neyrolles","les neyrolles","01","84","0",,"01130","46.1342937114","5.63714517869"
"234","01275","Neyron","neyron","neyron","01","84","0",,"01700","45.8184192468","4.9309045685"
"235","01276","Niévroz","nievroz","nievroz","01","84","0",,"01120","45.8222941077","5.05949629195"
"236","01277","Nivollet-Montgriffon","nivollet-montgriffon","nivollet montgriffon","01","84","0",,"01230","45.9999448244","5.45847815374"
"237","01279","Oncieu","oncieu","oncieu","01","84","0",,"01230","45.9651165469","5.47146617499"
"238","01280","Ordonnaz","ordonnaz","ordonnaz","01","84","0",,"01510","45.8339690378","5.5395794296"
"239","01281","Ornex","ornex","ornex","01","84","0",,"01210","46.2774557513","6.09454723599"
"240","01282","Outriaz","outriaz","outriaz","01","84","0",,"01430","46.067796636","5.55697547429"
"241","01283","Oyonnax","oyonnax","oyonnax","01","84","0",,"01100","46.2605435859","5.65344320923"
"242","01284","Ozan","ozan","ozan","01","84","0",,"01190","46.3867168877","4.91805840196"
"243","01285","Parcieux","parcieux","parcieux","01","84","0",,"01600","45.9184267932","4.82747423402"
"244","01286","Parves et Nattages","parves-et-nattages","parves et nattages","01","84","0",,"01300","45.7437340183","5.73800737134"
"245","01288","Péron","peron","peron","01","84","0",,"01630","46.1913554154","5.91968751164"
"246","01289","Péronnas","peronnas","peronnas","01","84","0",,"01960","46.1711903413","5.21802169564"
"247","01290","Pérouges","perouges","perouges","01","84","0",,"01800","45.8803945768","5.17955874977"
"248","01291","Perrex","perrex","perrex","01","84","0",,"01540","46.2465065604","4.97464940331"
"249","01293","Peyriat","peyriat","peyriat","01","84","0",,"01430","46.1498184067","5.50572312284"
"250","01294","Peyrieu","peyrieu","peyrieu","01","84","0",,"01300","45.6762428663","5.67912809192"
"251","01295","Peyzieux-sur-Saône","peyzieux-sur-saone","peyzieux sur saone","01","84","0",,"01140","46.1226331853","4.82243226719"
"252","01296","Pirajoux","pirajoux","pirajoux","01","84","0",,"01270","46.385801285","5.27417594024"
"253","01297","Pizay","pizay","pizay","01","84","0",,"01120","45.8928509581","5.08915465965"
"254","01298","Plagne","plagne","plagne","01","84","0",,"01130","46.1883038423","5.71763811249"
"255","01299","Le Plantay","le-plantay","le plantay","01","84","0",,"01330","46.0230264227","5.08912046926"
"256","01301","Polliat","polliat","polliat","01","84","0",,"01310","46.2463108642","5.13794412439"
"257","01302","Pollieu","pollieu","pollieu","01","84","0",,"01350","45.7965373468","5.74794515549"
"258","01303","Poncin","poncin","poncin","01","84","0",,"01450","46.089530586","5.41681266947"
"259","01304","Pont-d'Ain","pont-d-ain","pont d ain","01","84","0",,"01160","46.0542077091","5.34703652618"
"260","01305","Pont-de-Vaux","pont-de-vaux","pont de vaux","01","84","0",,"01190","46.4422864477","4.92862459427"
"261","01306","Pont-de-Veyle","pont-de-veyle","pont de veyle","01","84","0",,"01290","46.2637215091","4.88186068102"
"262","01307","Port","port","port","01","84","0",,"01460","46.155963139","5.57615832883"
"263","01308","Pougny","pougny","pougny","01","84","0",,"01550","46.1450914685","5.95100479291"
"264","01309","Pouillat","pouillat","pouillat","01","84","0",,"01250","46.3219301481","5.42318000482"
"265","01310","Prémeyzel","premeyzel","premeyzel","01","84","0",,"01300","45.6806263123","5.64396081449"
"266","01311","Prémillieu","premillieu","premillieu","01","84","0",,"01110","45.876457149","5.56475010385"
"267","01313","Prévessin-Moëns","prevessin-moens","prevessin moens","01","84","0",,"01280","46.25827228","6.07223251859"
"268","01314","Priay","priay","priay","01","84","0",,"01160","46.0197521486","5.28523353803"
"269","01317","Ramasse","ramasse","ramasse","01","84","0",,"01250","46.1905550894","5.35572056985"
"270","01318","Rancé","rance","rance","01","84","0",,"01390","45.9673905154","4.86343025951"
"271","01319","Relevant","relevant","relevant","01","84","0",,"01990","46.0843657897","4.94176845356"
"272","01320","Replonges","replonges","replonges","01","84","0",,"01750","46.3077356023","4.8746938271"
"273","01321","Revonnas","revonnas","revonnas","01","84","0",,"01250","46.1615355815","5.33543916388"
"274","01322","Reyrieux","reyrieux","reyrieux","01","84","0",,"01600","45.9367652442","4.82840395968"
"275","01323","Reyssouze","reyssouze","reyssouze","01","84","0",,"01190","46.4285569061","4.91285056272"
