"ID","REF_INSEE","NAME","SLUG","NORMALIZED","DEPARTMENT","REGION","IS_DISTRICT","DISTRICT_OF","ZIP_CODES","LATITUDE","LONGITUDE"
"17171","47122","Labretonie","labretonie","labretonie","47","75","0",,"47350","44.4898181572","0.372672787599"
"17172","47123","Lacapelle-Biron","lacapelle-biron","lacapelle biron","47","75","0",,"47150","44.6004856905","0.898890688918"
"17173","47124","Lacaussade","lacaussade","lacaussade","47","75","0",,"47150","44.505417861","0.82335123083"
"17174","47125","Lacépède","lacepede","lacepede","47","75","0",,"47360","44.3190367578","0.481134942394"
"17175","47126","Lachapelle","lachapelle","lachapelle","47","75","0",,"47350","44.5744654566","0.259640336825"
"17176","47127","Lafitte-sur-Lot","lafitte-sur-lot","lafitte sur lot","47","75","0",,"47320","44.3535292844","0.43709855772"
"17177","47128","Lafox","lafox","lafox","47","75","0",,"47240","44.1653179706","0.699221003684"
"17178","47129","Lagarrigue","lagarrigue","lagarrigue","47","75","0",,"47190","44.2900011672","0.385094294194"
"17179","47130","Lagruère","lagruere","lagruere","47","75","0",,"47400","44.3978769193","0.264943641793"
"17180","47131","Lagupie","lagupie","lagupie","47","75","0",,"47180","44.5681807509","0.110810277516"
"17181","47132","Lalandusse","lalandusse","lalandusse","47","75","0",,"47330","44.6604597636","0.523652763107"
"17182","47133","Lamontjoie","lamontjoie","lamontjoie","47","75","0",,"47310","44.070163871","0.537584596425"
"17183","47134","Lannes","lannes","lannes","47","75","0",,"47170","44.0233573212","0.28577304123"
"17184","47135","Laparade","laparade","laparade","47","75","0",,"47260","44.4080359614","0.439432050771"
"17185","47136","Laperche","laperche","laperche","47","75","0",,"47800","44.5457026494","0.414727811733"
"17186","47137","Laplume","laplume","laplume","47","75","0",,"47310","44.1172103179","0.538616105986"
"17187","47138","Laroque-Timbaut","laroque-timbaut","laroque timbaut","47","75","0",,"47340","44.2774473869","0.755893948106"
"17188","47139","Lasserre","lasserre","lasserre","47","75","0",,"47600","44.0743983066","0.386505126998"
"17189","47140","Laugnac","laugnac","laugnac","47","75","0",,"47360","44.299488439","0.608669377753"
"17190","47141","Laussou","laussou","laussou","47","75","0",,"47150","44.576580457","0.779457385145"
"17191","47142","Lauzun","lauzun","lauzun","47","75","0",,"47410","44.6453836626","0.470249599127"
"17192","47143","Lavardac","lavardac","lavardac","47","75","0",,"47230","44.182938902","0.301778436575"
"17193","47144","Lavergne","lavergne","lavergne","47","75","0",,"47800","44.5852993705","0.41382016735"
"17194","47145","Layrac","layrac","layrac","47","75","0",,"47390","44.1205847258","0.655048484192"
"17195","47146","Lédat","ledat","ledat","47","75","0",,"47300","44.4466584765","0.667402522354"
"17196","47147","Lévignac-de-Guyenne","levignac-de-guyenne","levignac de guyenne","47","75","0",,"47120","44.6218474674","0.203943341999"
"17197","47148","Leyritz-Moncassin","leyritz-moncassin","leyritz moncassin","47","75","0",,"47700","44.3329592283","0.176252040355"
"17198","47150","Longueville","longueville","longueville","47","75","0",,"47200","44.4626368534","0.219860231765"
"17199","47151","Loubès-Bernac","loubes-bernac","loubes bernac","47","75","0",,"47120","44.7338357158","0.311069124069"
"17200","47152","Lougratte","lougratte","lougratte","47","75","0",,"47290","44.5903746539","0.624298099523"
"17201","47154","Lusignan-Petit","lusignan-petit","lusignan petit","47","75","0",,"47360","44.2620019955","0.517409737452"
"17202","47155","Madaillan","madaillan","madaillan","47","75","0",,"47360","44.276969573","0.581273435521"
"17203","47156","Marcellus","marcellus","marcellus","47","75","0",,"47200","44.4802329351","0.075926421979"
"17204","47157","Marmande","marmande","marmande","47","75","0",,"47200","44.5055176845","0.172174280849"
"17205","47158","Marmont-Pachas","marmont-pachas","marmont pachas","47","75","0",,"47220","44.0932080837","0.589921736383"
"17206","47159","Le Mas-d'Agenais","le-mas-d-agenais","le mas d agenais","47","75","0",,"47430","44.3991025317","0.200249161005"
"17207","47160","Masquières","masquieres","masquieres","47","75","0",,"47370","44.4068801244","1.04211541582"
"17208","47161","Massels","massels","massels","47","75","0",,"47140","44.3174299116","0.856329698479"
"17209","47162","Massoulès","massoules","massoules","47","75","0",,"47140","44.3404289337","0.870691115892"
"17210","47163","Mauvezin-sur-Gupie","mauvezin-sur-gupie","mauvezin sur gupie","47","75","0",,"47200","44.5607815958","0.175677075585"
"17211","47164","Mazières-Naresse","mazieres-naresse","mazieres naresse","47","75","0",,"47210","44.6558763266","0.707696576814"
"17212","47165","Meilhan-sur-Garonne","meilhan-sur-garonne","meilhan sur garonne","47","75","0",,"47180","44.5066850051","0.0288921045777"
"17213","47167","Mézin","mezin","mezin","47","75","0",,"47170","44.0600445974","0.267088147392"
"17214","47168","Miramont-de-Guyenne","miramont-de-guyenne","miramont de guyenne","47","75","0",,"47800","44.5833450029","0.356429133423"
"17215","47169","Moirax","moirax","moirax","47","75","0",,"47310","44.1399410012","0.608405659619"
"17216","47170","Monbahus","monbahus","monbahus","47","75","0",,"47290","44.5387781694","0.525350023126"
"17217","47171","Monbalen","monbalen","monbalen","47","75","0",,"47340","44.3137893686","0.73929150738"
"17218","47172","Moncaut","moncaut","moncaut","47","75","0",,"47310","44.1440174531","0.496996373302"
"17219","47173","Monclar","monclar","monclar","47","75","0",,"47380","44.4444866326","0.520661988159"
"17220","47174","Moncrabeau","moncrabeau","moncrabeau","47","75","0",,"47600","44.0410471215","0.367666157379"
"17221","47175","Monflanquin","monflanquin","monflanquin","47","75","0",,"47150","44.5202002935","0.758095744834"
"17222","47176","Montgaillard-en-Albret","montgaillard-en-albret","montgaillard en albret","47","75","0",,"47230","44.2096650364","0.295708893452"
"17223","47177","Monheurt","monheurt","monheurt","47","75","0",,"47160","44.3328995113","0.305811875676"
"17224","47178","Monségur","monsegur","monsegur","47","75","0",,"47150","44.4844384296","0.878232304572"
"17225","47179","Monsempron-Libos","monsempron-libos","monsempron libos","47","75","0",,"47500","44.5013903927","0.930633157359"
"17226","47180","Montagnac-sur-Auvignon","montagnac-sur-auvignon","montagnac sur auvignon","47","75","0",,"47600","44.1657823187","0.457096230702"
"17227","47181","Montagnac-sur-Lède","montagnac-sur-lede","montagnac sur lede","47","75","0",,"47150","44.5376312229","0.847318852557"
"17228","47182","Montastruc","montastruc","montastruc","47","75","0",,"47380","44.4946475387","0.518588500828"
"17229","47183","Montauriol","montauriol","montauriol","47","75","0",,"47330","44.6130510503","0.581048526726"
"17230","47184","Montaut","montaut","montaut","47","75","0",,"47210","44.6058245899","0.682418964393"
"17231","47185","Montayral","montayral","montayral","47","75","0",,"47500","44.4683407612","0.983236181699"
"17232","47186","Montesquieu","montesquieu","montesquieu","47","75","0",,"47130","44.2108785728","0.45197105625"
"17233","47187","Monteton","monteton","monteton","47","75","0",,"47120","44.613155335","0.251822971507"
"17234","47188","Montignac-de-Lauzun","montignac-de-lauzun","montignac de lauzun","47","75","0",,"47800","44.5694175834","0.472687225332"
"17235","47189","Montignac-Toupinerie","montignac-toupinerie","montignac toupinerie","47","75","0",,"47350","44.5486272611","0.352052970743"
"17236","47190","Montpezat","montpezat","montpezat","47","75","0",,"47360","44.3420285974","0.53448370378"
"17237","47191","Montpouillan","montpouillan","montpouillan","47","75","0",,"47200","44.4620929897","0.0955335933936"
"17238","47192","Monviel","monviel","monviel","47","75","0",,"47290","44.5658538876","0.546679303269"
"17239","47193","Moulinet","moulinet","moulinet","47","75","0",,"47290","44.5439854826","0.583636615495"
"17240","47194","Moustier","moustier","moustier","47","75","0",,"47800","44.6425608196","0.301343634171"
"17241","47195","Nérac","nerac","nerac","47","75","0",,"47600","44.1321004332","0.343358299602"
"17242","47196","Nicole","nicole","nicole","47","75","0",,"47190","44.3322287429","0.33213854821"
"17243","47197","Nomdieu","nomdieu","nomdieu","47","75","0",,"47600","44.0797133373","0.469920586067"
"17244","47198","Pailloles","pailloles","pailloles","47","75","0",,"47440","44.4750480047","0.647784350745"
"17245","47199","Pardaillan","pardaillan","pardaillan","47","75","0",,"47120","44.6681214341","0.268212802868"
"17246","47200","Parranquet","parranquet","parranquet","47","75","0",,"47210","44.6614016738","0.816025305504"
"17247","47201","Le Passage","le-passage","le passage","47","75","0",,"47520","44.1921120609","0.594677375756"
"17248","47202","Paulhiac","paulhiac","paulhiac","47","75","0",,"47150","44.5751133813","0.826150001354"
"17249","47203","Penne-d'Agenais","penne-d-agenais","penne d agenais","47","75","0",,"47140","44.3792871944","0.839426839865"
"17250","47204","Peyrière","peyriere","peyriere","47","75","0",,"47350","44.5764574409","0.304876574867"
"17251","47205","Pindères","pinderes","pinderes","47","75","0",,"47700","44.2721306877","0.000151355744744"
"17252","47206","Pinel-Hauterive","pinel-hauterive","pinel hauterive","47","75","0",,"47380","44.4630091453","0.568242882595"
"17253","47207","Pompiey","pompiey","pompiey","47","75","0",,"47230","44.1976392176","0.207144727468"
"17254","47208","Pompogne","pompogne","pompogne","47","75","0",,"47420","44.2402054979","0.0580974233061"
"17255","47209","Pont-du-Casse","pont-du-casse","pont du casse","47","75","0",,"47480","44.2355202874","0.675831855662"
"17256","47210","Port-Sainte-Marie","port-sainte-marie","port sainte marie","47","75","0",,"47130","44.2605042795","0.374453245526"
"17257","47211","Poudenas","poudenas","poudenas","47","75","0",,"47170","44.0412174467","0.200335986892"
"17258","47212","Poussignac","poussignac","poussignac","47","75","0",,"47700","44.3527772053","0.074662493896"
"17259","47213","Prayssas","prayssas","prayssas","47","75","0",,"47360","44.2940807275","0.514265870524"
"17260","47214","Puch-d'Agenais","puch-d-agenais","puch d agenais","47","75","0",,"47160","44.3292849237","0.260560126348"
"17261","47215","Pujols","pujols","pujols","47","75","0",,"47300","44.3705410959","0.698420769964"
"17262","47216","Puymiclan","puymiclan","puymiclan","47","75","0",,"47350","44.5134325386","0.314763378622"
"17263","47217","Puymirol","puymirol","puymirol","47","75","0",,"47270","44.1878890197","0.805532157902"
"17264","47218","Puysserampion","puysserampion","puysserampion","47","75","0",,"47800","44.599458637","0.319375464096"
"17265","47219","Rayet","rayet","rayet","47","75","0",,"47210","44.6694271783","0.76939339875"
"17266","47220","Razimet","razimet","razimet","47","75","0",,"47160","44.3521277171","0.230708031809"
"17267","47221","Réaup-Lisse","reaup-lisse","reaup lisse","47","75","0",,"47170","44.1005390753","0.210196910865"
"17268","47222","La Réunion","la-reunion","la reunion","47","75","0",,"47700","44.2830696786","0.118267808801"
"17269","47223","Rives","rives","rives","47","75","0",,"47210","44.655524312","0.738165575634"
"17270","47224","Romestaing","romestaing","romestaing","47","75","0",,"47250","44.4174259334","0.0188689173948"
"17271","47225","Roquefort","roquefort","roquefort","47","75","0",,"47310","44.1762971751","0.557230787746"
"17272","47226","Roumagne","roumagne","roumagne","47","75","0",,"47800","44.6252081244","0.342065324394"
"17273","47227","Ruffiac","ruffiac","ruffiac","47","75","0",,"47700","44.368227915","0.0368814395107"
"17274","47228","Saint-Antoine-de-Ficalba","saint-antoine-de-ficalba","saint antoine de ficalba","47","75","0",,"47340","44.3406134125","0.720236260275"
"17275","47229","Saint-Astier","saint-astier","saint astier","47","75","0",,"47120","44.7283518416","0.27199901218"
"17276","47230","Saint-Aubin","saint-aubin","saint aubin","47","75","0",,"47150","44.4754463347","0.839909036314"
"17277","47231","Saint-Avit","saint-avit","saint avit","47","75","0",,"47350","44.5763841705","0.222115057407"
"17278","47232","Saint-Barthélemy-d'Agenais","saint-barthelemy-d-agenais","saint barthelemy d agenais","47","75","0",,"47350","44.5242838812","0.370593568879"
"17279","47233","Sainte-Bazeille","sainte-bazeille","sainte bazeille","47","75","0",,"47180","44.5304887615","0.103191443155"
"17280","47234","Saint-Caprais-de-Lerm","saint-caprais-de-lerm","saint caprais de lerm","47","75","0",,"47270","44.2154136367","0.755929667163"
"17281","47235","Saint-Colomb-de-Lauzun","saint-colomb-de-lauzun","saint colomb de lauzun","47","75","0",,"47410","44.6082356833","0.47829320163"
"17282","47236","Sainte-Colombe-de-Duras","sainte-colombe-de-duras","sainte colombe de duras","47","75","0",,"47120","44.695891392","0.119530622673"
"17283","47237","Sainte-Colombe-de-Villeneuve","sainte-colombe-de-villeneuve","sainte colombe de villeneuve","47","75","0",,"47300","44.3573026111","0.6571276816"
"17284","47238","Sainte-Colombe-en-Bruilhois","sainte-colombe-en-bruilhois","sainte colombe en bruilhois","47","75","0",,"47310","44.1868209409","0.516380488388"
"17285","47239","Saint-Étienne-de-Fougères","saint-etienne-de-fougeres","saint etienne de fougeres","47","75","0",,"47380","44.413992435","0.559008333546"
"17286","47240","Saint-Étienne-de-Villeréal","saint-etienne-de-villereal","saint etienne de villereal","47","75","0",,"47210","44.6120850351","0.762177045599"
"17287","47241","Saint-Eutrope-de-Born","saint-eutrope-de-born","saint eutrope de born","47","75","0",,"47210","44.5780901973","0.708453980649"
"17288","47242","Saint-Front-sur-Lémance","saint-front-sur-lemance","saint front sur lemance","47","75","0",,"47500","44.5647070591","0.998320383054"
"17289","47244","Sainte-Gemme-Martaillac","sainte-gemme-martaillac","sainte gemme martaillac","47","75","0",,"47250","44.3678329817","0.161788672712"
"17290","47245","Saint-Géraud","saint-geraud","saint geraud","47","75","0",,"47120","44.6226768076","0.157164651677"
"17291","47246","Saint-Hilaire-de-Lusignan","saint-hilaire-de-lusignan","saint hilaire de lusignan","47","75","0",,"47450","44.2477536964","0.53261592446"
"17292","47247","Saint-Jean-de-Duras","saint-jean-de-duras","saint jean de duras","47","75","0",,"47120","44.6891665815","0.302703154617"
"17293","47248","Saint-Jean-de-Thurac","saint-jean-de-thurac","saint jean de thurac","47","75","0",,"47270","44.1570353521","0.740266774824"
"17294","47249","Saint-Laurent","saint-laurent","saint laurent","47","75","0",,"47130","44.2377251151","0.403349174796"
"17295","47250","Saint-Léger","saint-leger","saint leger","47","75","0",,"47160","44.3004219091","0.313824130963"
"17296","47251","Saint-Léon","saint-leon","saint leon","47","75","0",,"47160","44.2871805336","0.239913996126"
"17297","47252","Sainte-Livrade-sur-Lot","sainte-livrade-sur-lot","sainte livrade sur lot","47","75","0",,"47110","44.4058755457","0.599870593015"
"17298","47253","Sainte-Marthe","sainte-marthe","sainte marthe","47","75","0",,"47430","44.415315629","0.148396676303"
"17299","47254","Saint-Martin-Curton","saint-martin-curton","saint martin curton","47","75","0",,"47700","44.3311233288","-0.0251870734295"
"17300","47255","Saint-Martin-de-Beauville","saint-martin-de-beauville","saint martin de beauville","47","75","0",,"47270","44.2289840345","0.818300384725"
"17301","47256","Saint-Martin-de-Villeréal","saint-martin-de-villereal","saint martin de villereal","47","75","0",,"47210","44.6406306447","0.813494311456"
"17302","47257","Saint-Martin-Petit","saint-martin-petit","saint martin petit","47","75","0",,"47180","44.5709496293","0.0914080530224"
"17303","47258","Sainte-Maure-de-Peyriac","sainte-maure-de-peyriac","sainte maure de peyriac","47","75","0",,"47170","44.0097358393","0.154355200219"
"17304","47259","Saint-Maurice-de-Lestapel","saint-maurice-de-lestapel","saint maurice de lestapel","47","75","0",,"47290","44.5819605641","0.573856388093"
"17305","47260","Saint-Maurin","saint-maurin","saint maurin","47","75","0",,"47270","44.2158468038","0.893637045733"
"17306","47262","Saint-Nicolas-de-la-Balerme","saint-nicolas-de-la-balerme","saint nicolas de la balerme","47","75","0",,"47220","44.1311576443","0.756519172378"
"17307","47263","Saint-Pardoux-du-Breuil","saint-pardoux-du-breuil","saint pardoux du breuil","47","75","0",,"47200","44.4713724451","0.199107066412"
"17308","47264","Saint-Pardoux-Isaac","saint-pardoux-isaac","saint pardoux isaac","47","75","0",,"47800","44.6122576161","0.378163344287"
"17309","47265","Saint-Pastour","saint-pastour","saint pastour","47","75","0",,"47290","44.48597732","0.602513041284"
"17310","47266","Saint-Pé-Saint-Simon","saint-pe-saint-simon","saint pe saint simon","47","75","0",,"47170","44.0026069036","0.0935459187354"
"17311","47267","Saint-Pierre-de-Buzet","saint-pierre-de-buzet","saint pierre de buzet","47","75","0",,"47160","44.258213795","0.270170927246"
"17312","47269","Saint-Pierre-de-Clairac","saint-pierre-de-clairac","saint pierre de clairac","47","75","0",,"47270","44.1802043993","0.752007994419"
"17313","47271","Saint-Pierre-sur-Dropt","saint-pierre-sur-dropt","saint pierre sur dropt","47","75","0",,"47120","44.6486668035","0.206503642426"
"17314","47272","Saint-Quentin-du-Dropt","saint-quentin-du-dropt","saint quentin du dropt","47","75","0",,"47330","44.6813277192","0.599100664337"
"17315","47273","Saint-Robert","saint-robert","saint robert","47","75","0",,"47340","44.2501427402","0.78976956588"
"17316","47274","Saint-Romain-le-Noble","saint-romain-le-noble","saint romain le noble","47","75","0",,"47270","44.1539136424","0.776879635948"
"17317","47275","Saint-Salvy","saint-salvy","saint salvy","47","75","0",,"47360","44.300872479","0.449936308844"
"17318","47276","Saint-Sardos","saint-sardos","saint sardos","47","75","0",,"47360","44.3387503829","0.489881579397"
"17319","47277","Saint-Sauveur-de-Meilhan","saint-sauveur-de-meilhan","saint sauveur de meilhan","47","75","0",,"47180","44.4853614152","-0.00584375673838"
"17320","47278","Saint-Sernin","saint-sernin","saint sernin","47","75","0",,"47120","44.7063934803","0.238983913386"
"17321","47279","Saint-Sixte","saint-sixte","saint sixte","47","75","0",,"47220","44.1281007992","0.783277975172"
"17322","47280","Saint-Sylvestre-sur-Lot","saint-sylvestre-sur-lot","saint sylvestre sur lot","47","75","0",,"47140","44.4179177939","0.808784719613"
"17323","47281","Saint-Urcisse","saint-urcisse","saint urcisse","47","75","0",,"47270","44.1644001524","0.826832844696"
"17324","47282","Saint-Vincent-de-Lamontjoie","saint-vincent-de-lamontjoie","saint vincent de lamontjoie","47","75","0",,"47310","44.0929123328","0.499718250468"
"17325","47283","Saint-Vite","saint-vite","saint vite","47","75","0",,"47500","44.4672729873","0.933693165235"
"17326","47284","Salles","salles","salles","47","75","0",,"47150","44.5297987522","0.890077944745"
"17327","47285","Samazan","samazan","samazan","47","75","0",,"47250","44.4348291944","0.109706411573"
"17328","47286","Sauméjan","saumejan","saumejan","47","75","0",,"47420","44.2320209567","-0.0209875332561"
"17329","47287","Saumont","saumont","saumont","47","75","0",,"47600","44.1272954616","0.455699983638"
"17330","47288","Sauvagnas","sauvagnas","sauvagnas","47","75","0",,"47340","44.2464985095","0.749862858533"
"17331","47289","La Sauvetat-de-Savères","la-sauvetat-de-saveres","la sauvetat de saveres","47","75","0",,"47270","44.2306316088","0.795887481537"
"17332","47290","La Sauvetat-du-Dropt","la-sauvetat-du-dropt","la sauvetat du dropt","47","75","0",,"47800","44.6497758491","0.331517448954"
"17333","47291","La Sauvetat-sur-Lède","la-sauvetat-sur-lede","la sauvetat sur lede","47","75","0",,"47150","44.4818655678","0.716683447873"
"17334","47292","Sauveterre-la-Lémance","sauveterre-la-lemance","sauveterre la lemance","47","75","0",,"47500","44.5874333431","1.03791242819"
"17335","47293","Sauveterre-Saint-Denis","sauveterre-saint-denis","sauveterre saint denis","47","75","0",,"47220","44.1498250979","0.700092181215"
"17336","47294","Savignac-de-Duras","savignac-de-duras","savignac de duras","47","75","0",,"47120","44.7173874905","0.184068178944"
"17337","47295","Savignac-sur-Leyze","savignac-sur-leyze","savignac sur leyze","47","75","0",,"47150","44.4830217019","0.792652792523"
"17338","47296","Ségalas","segalas","segalas","47","75","0",,"47410","44.5896223889","0.531957524154"
"17339","47297","Sembas","sembas","sembas","47","75","0",,"47360","44.3229002449","0.645981767236"
"17340","47298","Sénestis","senestis","senestis","47","75","0",,"47430","44.4216441879","0.237961024607"
"17341","47299","Sérignac-Péboudou","serignac-peboudou","serignac peboudou","47","75","0",,"47410","44.6157569967","0.53170226693"
"17342","47300","Sérignac-sur-Garonne","serignac-sur-garonne","serignac sur garonne","47","75","0",,"47310","44.2156168834","0.494137756364"
"17343","47301","Seyches","seyches","seyches","47","75","0",,"47350","44.5491210196","0.292236597438"
"17344","47302","Sos","sos","sos","47","75","0",,"47170","44.0568059441","0.125536637089"
"17345","47303","Soumensac","soumensac","soumensac","47","75","0",,"47120","44.6884449209","0.336573282726"
"17346","47304","Taillebourg","taillebourg","taillebourg","47","75","0",,"47200","44.4466946358","0.203133379028"
"17347","47305","Tayrac","tayrac","tayrac","47","75","0",,"47270","44.2060027013","0.836072075558"
"17348","47306","Le Temple-sur-Lot","le-temple-sur-lot","le temple sur lot","47","75","0",,"47110","44.3754139489","0.525660139927"
"17349","47307","Thézac","thezac","thezac","47","75","0",,"47370","44.4336390624","1.01578855539"
"17350","47308","Thouars-sur-Garonne","thouars-sur-garonne","thouars sur garonne","47","75","0",,"47230","44.2534794236","0.330942072097"
"17351","47309","Tombebœuf","tombeboeuf","tombeboeuf","47","75","0",,"47380","44.5192333821","0.452312617124"
"17352","47310","Tonneins","tonneins","tonneins","47","75","0",,"47400","44.3836784997","0.324905750145"
"17353","47311","Tourliac","tourliac","tourliac","47","75","0",,"47210","44.6842108376","0.806386025708"
"17354","47312","Tournon-d'Agenais","tournon-d-agenais","tournon d agenais","47","75","0",,"47370","44.3925100376","0.996018809285"
"17355","47313","Tourtrès","tourtres","tourtres","47","75","0",,"47380","44.5103644427","0.418309119769"
"17356","47314","Trémons","tremons","tremons","47","75","0",,"47140","44.4176253146","0.889471727423"
"17357","47315","Trentels","trentels","trentels","47","75","0",,"47140","44.4456964361","0.863931953648"
"17358","47316","Varès","vares","vares","47","75","0",,"47400","44.4325501757","0.356074701312"
"17359","47317","Verteuil-d'Agenais","verteuil-d-agenais","verteuil d agenais","47","75","0",,"47260","44.4685862849","0.404058956078"
"17360","47318","Vianne","vianne","vianne","47","75","0",,"47230","44.2122017906","0.322783861284"
"17361","47319","Villebramar","villebramar","villebramar","47","75","0",,"47380","44.5252006493","0.476034019359"
"17362","47320","Villefranche-du-Queyran","villefranche-du-queyran","villefranche du queyran","47","75","0",,"47160","44.3035817658","0.212075905878"
"17363","47321","Villeneuve-de-Duras","villeneuve-de-duras","villeneuve de duras","47","75","0",,"47120","44.7431410072","0.236705343695"
"17364","47323","Villeneuve-sur-Lot","villeneuve-sur-lot","villeneuve sur lot","47","75","0",,"47300","44.4251092866","0.742526167632"
"17365","47324","Villeréal","villereal","villereal","47","75","0",,"47210","44.6330682255","0.760362133124"
"17366","47325","Villeton","villeton","villeton","47","75","0",,"47400","44.3713219264","0.278872642453"
"17367","47326","Virazeil","virazeil","virazeil","47","75","0",,"47200","44.5118708784","0.238920831275"
"17368","47327","Xaintrailles","xaintrailles","xaintrailles","47","75","0",,"47230","44.207500641","0.256573989587"
"17369","47328","Saint-Georges","saint-georges","saint georges","47","75","0",,"47370","44.4415435954","0.927467853868"
"17370","48001","Albaret-le-Comtal","albaret-le-comtal","albaret le comtal","48","76","0",,"48310","44.8676627998","3.14383678125"
"17371","48002","Albaret-Sainte-Marie","albaret-sainte-marie","albaret sainte marie","48","76","0",,"48200","44.8864422814","3.25064355451"
"17372","48003","Allenc","allenc","allenc","48","76","0",,"48190","44.5522761044","3.67650603753"
"17373","48004","Altier","altier","altier","48","76","0",,"48800","44.459680191","3.85680054017"
"17374","48005","Antrenas","antrenas","antrenas","48","76","0",,"48100","44.5881108325","3.25393256642"
"17375","48007","Arzenc-d'Apcher","arzenc-d-apcher","arzenc d apcher","48","76","0",,"48310","44.8446740951","3.11215598428"
"17376","48008","Arzenc-de-Randon","arzenc-de-randon","arzenc de randon","48","76","0",,"48170","44.6534793285","3.6149096338"
"17377","48009","Peyre en Aubrac","peyre-en-aubrac","peyre en aubrac","48","76","0",,"48130","44.7233900467","3.28132614741"
"17378","48010","Auroux","auroux","auroux","48","76","0",,"48600","44.7574886567","3.72694597224"
"17379","48012","Les Monts-Verts","les-monts-verts","les monts verts","48","76","0",,"48200","44.8489134822","3.22180661807"
"17380","48013","Badaroux","badaroux","badaroux","48","76","0",,"48000","44.5399034165","3.55404283598"
"17381","48015","Pied-de-Borne","pied-de-borne","pied de borne","48","76","0",,"48800","44.4805501734","3.9685848144"
"17382","48016","Balsièges","balsieges","balsieges","48","76","0",,"48000","44.4754747624","3.44126913972"
"17383","48017","Banassac-Canilhac","banassac-canilhac","banassac canilhac","48","76","0",,"48500","44.4325411696","3.17908745544"
"17384","48018","Barjac","barjac","barjac","48","76","0",,"48000","44.5220189708","3.40925330342"
"17385","48019","Barre-des-Cévennes","barre-des-cevennes","barre des cevennes","48","76","0",,"48400","44.2534596387","3.67089692402"
"17386","48020","Bassurels","bassurels","bassurels","48","76","0",,"48400","44.1576500165","3.60529692869"
"17387","48021","La Bastide-Puylaurent","la-bastide-puylaurent","la bastide puylaurent","48","76","0",,"48250","44.5655559984","3.88803843314"
"17388","48025","Les Bessons","les-bessons","les bessons","48","76","0",,"48200","44.77338024","3.24344025739"
"17389","48026","Blavignac","blavignac","blavignac","48","76","0",,"48200","44.8710692879","3.28412988196"
"17390","48027","Mont Lozère et Goulet","mont-lozere-et-goulet","mont lozere et goulet","48","76","0",,"48170","44.5107452501","3.74294007436"
"17391","48028","Les Bondons","les-bondons","les bondons","48","76","0",,"48400","44.3983249079","3.63428329173"
"17392","48029","Le Born","le-born","le born","48","76","0",,"48000","44.587957569","3.55902737103"
"17393","48030","Brenoux","brenoux","brenoux","48","76","0",,"48000","44.4873961112","3.53320153981"
"17394","48031","Brion","brion","brion","48","76","0",,"48310","44.7498734557","3.07854846372"
"17395","48032","Le Buisson","le-buisson","le buisson","48","76","0",,"48100","44.6289447122","3.22357816109"
"17396","48034","La Canourgue","la-canourgue","la canourgue","48","76","0",,"48500","44.4193711769","3.25711827627"
"17397","48036","Cassagnas","cassagnas","cassagnas","48","76","0",,"48400","44.2769981093","3.73641506874"
"17398","48037","Chadenet","chadenet","chadenet","48","76","0",,"48190","44.5118082071","3.64019508936"
"17399","48038","Bel-Air-Val-d'Ance","bel-air-val-d-ance","bel air val d ance","48","76","0",,"48600","44.8556410691","3.65464522563"
"17400","48039","Chanac","chanac","chanac","48","76","0",,"48230","44.4502200567","3.34457977647"
"17401","48041","Chastanier","chastanier","chastanier","48","76","0",,"48300","44.722639702","3.75305127719"
"17402","48042","Chastel-Nouvel","chastel-nouvel","chastel nouvel","48","76","0",,"48000","44.5707532071","3.49280598377"
"17403","48043","Châteauneuf-de-Randon","chateauneuf-de-randon","chateauneuf de randon","48","76","0",,"48170","44.6479862625","3.68590972615"
"17404","48044","Chauchailles","chauchailles","chauchailles","48","76","0",,"48310","44.7932282466","3.07355645186"
"17405","48045","Chaudeyrac","chaudeyrac","chaudeyrac","48","76","0",,"48170","44.6417519852","3.75085560939"
"17406","48046","Chaulhac","chaulhac","chaulhac","48","76","0",,"48140","44.9200127514","3.26546644463"
"17407","48048","Cheylard-l'Évêque","cheylard-l-eveque","cheylard l eveque","48","76","0",,"48300","44.6315294707","3.80974114923"
"17408","48050","Bédouès-Cocurès","bedoues-cocures","bedoues cocures","48","76","0",,"48400","44.3539456684","3.61955972065"
"17409","48051","Le Collet-de-Dèze","le-collet-de-deze","le collet de deze","48","76","0",,"48160","44.2554480808","3.92521509971"
"17410","48053","Cubières","cubieres","cubieres","48","76","0",,"48190","44.475323724","3.7868022391"
"17411","48054","Cubiérettes","cubierettes","cubierettes","48","76","0",,"48190","44.4437323687","3.78750024039"
"17412","48055","Cultures","cultures","cultures","48","76","0",,"48230","44.4911701749","3.38102042197"
"17413","48056","Esclanèdes","esclanedes","esclanedes","48","76","0",,"48230","44.4813587557","3.36743197603"
"17414","48058","La Fage-Montivernoux","la-fage-montivernoux","la fage montivernoux","48","76","0",,"48310","44.7472604379","3.15153193685"
"17415","48059","La Fage-Saint-Julien","la-fage-saint-julien","la fage saint julien","48","76","0",,"48200","44.7994035281","3.20844931182"
"17416","48061","Florac Trois Rivières","florac-trois-rivieres","florac trois rivieres","48","76","0",,"48400","44.3162079295","3.58273527435"
"17417","48063","Fontans","fontans","fontans","48","76","0",,"48700","44.7447322312","3.37636258527"
